weekly_label,avg_mood_score,mood_variability,journal_negative_ratio,quickcheckin_avg,low_signal_rate,stress_mean,energy_mean,recovery_score
High Strain,1.974,0.531,0.933,1.66,0.873,4.755,1.398,0.173
High Strain,1.481,0.676,0.884,1.879,0.868,4.815,1.668,0.171
High Strain,1.26,0.856,0.657,1.67,0.738,4.866,1.508,0.176
High Strain,1.591,0.729,0.932,2.333,0.776,4.445,1.512,0.24
High Strain,1.624,0.719,0.736,1.986,0.76,4.434,1.36,0.148
High Strain,1.835,0.875,0.789,1.861,0.804,4.466,1.911,0.109
High Strain,1.843,0.806,0.677,1.975,0.628,4.683,2.239,0.173
High Strain,1.832,0.714,0.8,2.014,0.732,4.786,1.877,0.102
High Strain,1.288,0.836,0.814,1.682,0.621,4.649,2.155,0.136
High Strain,1.995,0.838,0.944,1.793,0.725,4.329,1.862,0.27
High Strain,1.576,0.704,0.69,1.928,0.88,4.855,1.95,0.195
High Strain,1.903,0.647,0.878,1.86,0.832,4.418,2.103,0.329
High Strain,1.549,0.7,0.69,1.691,0.888,4.288,1.651,0.192
High Strain,1.296,0.713,0.679,1.943,0.828,4.345,1.504,0.128
High Strain,1.313,0.69,0.753,2.029,0.889,4.381,1.849,0.199
High Strain,2.087,0.775,0.848,1.841,0.841,4.711,2.211,0.144
High Strain,1.333,0.796,0.946,1.882,0.606,4.542,1.544,0.293
High Strain,1.623,0.523,0.8,2.057,0.901,4.876,1.703,0.172
High Strain,2.026,0.605,0.743,2.01,0.708,4.914,1.479,0.138
High Strain,1.865,0.841,0.882,1.848,0.65,4.375,2.223,0.167
High Strain,1.764,0.674,0.851,1.818,0.7,4.68,1.502,0.28
High Strain,1.622,0.813,0.743,1.625,0.641,4.294,1.396,0.091
High Strain,1.903,0.879,0.777,1.934,0.599,4.547,2.086,0.291
High Strain,1.719,0.524,0.873,1.668,0.787,4.374,1.486,0.145
High Strain,1.952,0.774,0.93,2.242,0.773,4.608,1.995,0.131
High Strain,1.96,0.535,0.808,2.291,0.68,4.346,1.836,0.322
High Strain,1.414,0.821,0.906,2.13,0.67,4.346,2.01,0.119
High Strain,1.54,0.658,0.869,1.561,0.818,4.247,2.081,0.118
High Strain,1.284,0.876,0.854,1.94,0.592,4.963,2.19,0.229
High Strain,1.798,0.672,0.825,1.655,0.831,4.799,2.117,0.073
High Strain,1.87,0.578,0.802,1.756,0.897,4.69,1.39,0.24
High Strain,1.628,0.781,0.892,2.292,0.901,4.518,2.059,0.302
High Strain,1.825,0.605,0.691,1.927,0.731,4.93,1.807,0.171
High Strain,2.121,0.721,0.915,1.975,0.619,4.891,2.145,0.182
High Strain,1.421,0.801,0.728,1.473,0.622,4.578,1.948,0.213
High Strain,1.797,0.553,0.774,1.562,0.777,4.66,1.81,0.22
High Strain,2.077,0.598,0.738,2.225,0.865,4.382,1.644,0.07
High Strain,1.341,0.711,0.838,1.631,0.89,4.327,2.018,0.245
High Strain,1.978,0.866,0.697,1.521,0.879,4.573,1.555,0.141
High Strain,1.994,0.571,0.943,2.005,0.903,4.424,1.365,0.254
High Strain,1.343,0.748,0.739,1.642,0.717,4.601,1.661,0.079
High Strain,1.989,0.527,0.722,1.84,0.604,4.296,1.917,0.158
High Strain,1.613,0.872,0.812,2.255,0.746,4.563,1.738,0.137
High Strain,2.065,0.736,0.665,2.223,0.857,4.499,2.051,0.142
High Strain,1.791,0.786,0.909,2.012,0.753,4.904,2.193,0.25
High Strain,1.731,0.578,0.695,1.516,0.597,4.984,1.47,0.328
High Strain,1.462,0.564,0.824,1.8,0.654,4.757,1.59,0.321
High Strain,1.486,0.802,0.745,1.466,0.77,4.431,1.441,0.277
High Strain,1.732,0.718,0.728,2.014,0.807,4.73,1.518,0.078
High Strain,1.486,0.577,0.79,1.876,0.62,4.863,1.351,0.106
High Strain,1.355,0.557,0.668,1.909,0.628,4.667,1.969,0.161
High Strain,1.279,0.525,0.923,2.113,0.729,4.808,1.99,0.15
High Strain,1.985,0.784,0.71,1.698,0.741,4.964,2.014,0.324
High Strain,1.359,0.875,0.794,1.846,0.717,4.345,1.409,0.069
High Strain,1.633,0.705,0.801,1.628,0.722,4.351,1.71,0.081
High Strain,1.723,0.632,0.771,1.59,0.604,4.713,1.881,0.262
High Strain,2.144,0.687,0.746,1.716,0.637,4.222,1.87,0.246
High Strain,1.677,0.6,0.775,2.267,0.75,4.562,1.599,0.191
High Strain,1.615,0.733,0.723,1.478,0.792,4.326,1.624,0.067
High Strain,2.098,0.569,0.673,2.263,0.868,4.861,1.96,0.076
High Strain,1.883,0.683,0.919,1.661,0.847,4.918,1.851,0.164
High Strain,1.388,0.629,0.894,1.964,0.808,4.21,1.789,0.076
High Strain,1.691,0.823,0.865,1.775,0.867,4.215,1.856,0.298
High Strain,1.411,0.54,0.772,2.143,0.782,4.426,1.713,0.2
High Strain,2.035,0.574,0.802,1.634,0.865,4.805,2.116,0.138
High Strain,1.98,0.557,0.916,2.251,0.673,4.464,1.541,0.117
High Strain,1.475,0.7,0.941,1.704,0.659,4.573,1.411,0.298
High Strain,1.828,0.574,0.682,1.577,0.674,4.618,1.627,0.208
High Strain,1.644,0.589,0.694,2.138,0.785,4.825,1.482,0.265
High Strain,1.499,0.857,0.89,2.003,0.818,4.65,1.765,0.221
High Strain,1.424,0.863,0.683,1.653,0.658,4.494,1.626,0.132
High Strain,1.965,0.646,0.837,1.814,0.797,4.892,1.725,0.134
High Strain,1.742,0.6,0.825,2.113,0.653,4.282,1.726,0.086
High Strain,1.556,0.718,0.928,1.819,0.789,4.271,1.615,0.314
High Strain,1.693,0.876,0.664,1.915,0.691,4.871,1.403,0.28
High Strain,1.854,0.826,0.732,2.228,0.897,4.629,1.764,0.079
High Strain,1.431,0.873,0.725,2.037,0.826,4.871,2.12,0.172
High Strain,2.009,0.77,0.705,1.799,0.86,4.789,1.903,0.32
High Strain,1.348,0.836,0.899,1.825,0.903,4.733,2.188,0.126
High Strain,1.866,0.553,0.842,1.547,0.8,4.712,2.139,0.115
High Strain,1.767,0.667,0.801,1.611,0.723,4.596,1.823,0.194
High Strain,1.759,0.564,0.857,1.947,0.895,4.511,1.935,0.286
High Strain,1.636,0.824,0.657,1.607,0.686,4.739,2.14,0.216
High Strain,1.574,0.537,0.65,1.902,0.619,4.488,1.827,0.178
High Strain,1.853,0.557,0.887,2.276,0.885,4.334,2.149,0.25
High Strain,1.899,0.648,0.792,2.015,0.653,4.831,1.891,0.072
High Strain,1.819,0.539,0.786,1.702,0.695,4.708,2.193,0.276
High Strain,1.41,0.597,0.662,2.276,0.78,4.68,1.404,0.3
High Strain,1.252,0.807,0.796,2.173,0.864,4.209,2.093,0.159
High Strain,1.548,0.741,0.824,2.14,0.694,4.578,1.993,0.12
High Strain,1.394,0.753,0.945,1.696,0.756,4.311,1.899,0.245
High Strain,2.093,0.868,0.654,2.133,0.68,4.293,2.182,0.267
High Strain,2.043,0.849,0.934,2.121,0.697,4.251,1.685,0.287
High Strain,2.125,0.678,0.786,1.619,0.886,4.713,1.781,0.22
High Strain,1.984,0.618,0.746,1.64,0.677,4.275,1.378,0.12
High Strain,1.614,0.824,0.813,2.26,0.904,4.697,2.248,0.253
High Strain,1.849,0.796,0.88,1.68,0.812,4.253,1.685,0.235
High Strain,1.444,0.782,0.7,1.899,0.641,4.4,2.176,0.301
High Strain,1.393,0.801,0.787,1.544,0.755,4.581,2.028,0.166
High Strain,1.907,0.583,0.75,1.754,0.842,4.361,2.194,0.325
High Strain,1.965,0.739,0.766,1.553,0.651,4.872,2.139,0.196
High Strain,1.574,0.565,0.889,1.926,0.605,4.709,1.966,0.188
High Strain,1.331,0.551,0.905,1.872,0.678,4.474,1.507,0.101
High Strain,1.648,0.608,0.656,1.678,0.626,4.976,1.456,0.098
High Strain,1.503,0.554,0.736,1.813,0.786,4.78,1.736,0.086
High Strain,2.002,0.525,0.858,1.834,0.723,4.268,2.002,0.141
High Strain,1.366,0.706,0.751,2.173,0.688,4.82,1.435,0.305
High Strain,1.796,0.576,0.892,1.777,0.709,4.281,1.422,0.289
High Strain,1.957,0.714,0.787,1.984,0.616,4.363,1.919,0.239
High Strain,1.611,0.701,0.769,2.067,0.839,4.349,2.052,0.298
High Strain,1.805,0.593,0.758,1.848,0.741,4.909,1.414,0.325
High Strain,1.365,0.736,0.796,1.492,0.611,4.58,1.464,0.227
High Strain,1.6,0.592,0.74,2.281,0.655,4.784,2.234,0.068
High Strain,1.323,0.716,0.659,2.309,0.82,4.906,1.695,0.126
High Strain,1.317,0.64,0.749,1.566,0.837,4.332,1.514,0.221
High Strain,2.01,0.672,0.699,1.988,0.628,4.466,2.115,0.18
High Strain,2.021,0.522,0.896,1.529,0.706,4.569,1.509,0.207
High Strain,2.05,0.733,0.924,1.599,0.731,4.799,1.476,0.266
High Strain,2.028,0.785,0.901,2.178,0.812,4.968,1.485,0.24
High Strain,1.698,0.848,0.674,1.672,0.887,4.323,2.178,0.167
High Strain,1.449,0.745,0.719,1.52,0.902,4.463,1.715,0.075
High Strain,1.466,0.714,0.737,1.891,0.602,4.873,1.632,0.208
High Strain,1.845,0.786,0.723,1.767,0.728,4.475,1.394,0.327
High Strain,1.569,0.667,0.675,2.294,0.71,4.644,1.54,0.135
High Strain,1.446,0.762,0.739,1.613,0.849,4.966,1.816,0.293
High Strain,1.912,0.579,0.93,1.773,0.828,4.758,2.129,0.145
High Strain,1.442,0.768,0.674,1.696,0.865,4.852,1.808,0.222
High Strain,1.455,0.822,0.778,1.881,0.706,4.419,1.419,0.26
High Strain,1.607,0.566,0.7,2.092,0.876,4.351,1.899,0.123
High Strain,1.309,0.809,0.652,1.487,0.833,4.577,2.196,0.264
High Strain,1.595,0.557,0.658,1.614,0.643,4.623,2.235,0.188
High Strain,1.653,0.871,0.768,2.076,0.721,4.915,1.473,0.083
High Strain,1.417,0.708,0.921,1.581,0.591,4.724,1.419,0.313
High Strain,1.863,0.837,0.897,1.865,0.622,4.497,1.526,0.213
High Strain,1.765,0.849,0.899,2.143,0.677,4.529,1.397,0.317
High Strain,1.923,0.702,0.847,1.972,0.597,4.384,1.584,0.227
High Strain,1.581,0.773,0.793,2.31,0.714,4.499,1.995,0.068
High Strain,1.465,0.663,0.812,2.057,0.789,4.725,1.447,0.256
High Strain,2.013,0.642,0.815,2.256,0.634,4.808,2.127,0.245
High Strain,1.312,0.686,0.793,1.755,0.747,4.455,2.048,0.202
High Strain,1.794,0.734,0.941,1.662,0.854,4.647,2.104,0.325
High Strain,1.375,0.62,0.738,1.547,0.743,4.306,1.927,0.201
High Strain,1.311,0.782,0.914,1.692,0.883,4.382,2.185,0.19
High Strain,1.364,0.682,0.736,1.58,0.715,4.492,2.052,0.286
High Strain,2.145,0.702,0.847,1.769,0.872,4.228,1.964,0.299
High Strain,1.914,0.806,0.894,2.158,0.902,4.811,1.635,0.191
High Strain,2.142,0.525,0.683,2.038,0.9,4.945,1.679,0.316
High Strain,1.312,0.785,0.736,2.023,0.782,4.204,2.158,0.265
High Strain,1.96,0.657,0.671,2.013,0.853,4.771,2.075,0.323
High Strain,2.143,0.862,0.761,1.984,0.708,4.884,1.912,0.12
High Strain,1.32,0.668,0.887,1.893,0.883,4.8,1.817,0.125
High Strain,1.551,0.822,0.675,2.094,0.825,4.31,1.403,0.171
High Strain,1.477,0.532,0.717,1.946,0.626,4.56,2.062,0.14
High Strain,1.589,0.742,0.913,2.075,0.73,4.924,1.423,0.288
High Strain,2.081,0.688,0.91,1.53,0.686,4.546,2.01,0.243
High Strain,1.389,0.609,0.928,1.76,0.615,4.65,2.196,0.238
High Strain,1.437,0.779,0.692,1.87,0.868,4.84,2.009,0.273
High Strain,1.845,0.546,0.69,1.894,0.601,4.325,2.132,0.216
High Strain,1.841,0.557,0.743,1.948,0.656,4.923,1.822,0.305
High Strain,1.791,0.715,0.664,1.868,0.874,4.927,1.47,0.293
High Strain,1.927,0.562,0.776,1.928,0.819,4.678,1.482,0.218
High Strain,1.319,0.582,0.706,1.746,0.658,4.245,1.774,0.246
High Strain,1.575,0.815,0.828,1.804,0.657,4.796,2.007,0.27
High Strain,1.651,0.594,0.925,1.534,0.851,4.656,1.95,0.115
High Strain,2.105,0.584,0.868,2.235,0.818,4.719,1.55,0.271
High Strain,1.72,0.88,0.671,1.907,0.647,4.782,1.875,0.305
High Strain,1.471,0.571,0.731,2.238,0.6,4.856,2.178,0.299
High Strain,1.525,0.624,0.809,1.934,0.799,4.643,2.218,0.286
High Strain,2.08,0.582,0.885,1.801,0.874,4.296,1.523,0.315
High Strain,1.485,0.702,0.681,2.104,0.84,4.617,2.048,0.137
High Strain,2.059,0.597,0.856,2.347,0.887,4.794,1.829,0.117
High Strain,2.037,0.542,0.651,1.823,0.597,4.96,1.502,0.076
High Strain,1.284,0.689,0.749,2.16,0.75,4.407,1.758,0.13
High Strain,2.145,0.61,0.776,2.228,0.871,4.817,1.799,0.251
High Strain,1.637,0.671,0.702,1.472,0.735,4.915,1.669,0.279
High Strain,1.868,0.748,0.68,1.7,0.779,4.24,1.422,0.202
High Strain,1.818,0.798,0.891,1.576,0.6,4.681,2.241,0.268
High Strain,1.663,0.678,0.741,1.588,0.666,4.729,1.569,0.292
High Strain,1.818,0.581,0.822,2.267,0.601,4.476,1.541,0.076
High Strain,1.266,0.644,0.847,1.661,0.608,4.351,2.041,0.312
High Strain,1.933,0.757,0.826,1.571,0.775,4.204,1.351,0.28
High Strain,1.775,0.824,0.781,2.041,0.832,4.993,1.761,0.217
High Strain,1.64,0.843,0.912,1.962,0.752,4.758,1.54,0.104
High Strain,1.377,0.538,0.794,2.142,0.67,4.659,1.43,0.3
High Strain,1.892,0.76,0.782,2.324,0.894,4.48,1.681,0.19
High Strain,1.531,0.76,0.922,1.535,0.792,4.353,2.165,0.13
High Strain,1.651,0.762,0.67,2.104,0.72,4.549,1.699,0.296
High Strain,1.286,0.839,0.763,1.621,0.889,4.975,1.925,0.201
High Strain,1.841,0.872,0.743,1.675,0.682,4.82,2.013,0.134
High Strain,1.565,0.571,0.846,2.148,0.859,4.796,1.747,0.236
High Strain,2.052,0.876,0.767,1.654,0.769,4.597,1.477,0.285
High Strain,1.603,0.837,0.891,2.341,0.701,4.442,2.024,0.134
High Strain,1.29,0.575,0.712,2.239,0.838,4.911,1.984,0.26
High Strain,2.1,0.701,0.824,2.021,0.602,4.994,2.113,0.294
High Strain,1.291,0.549,0.695,1.725,0.881,4.565,1.703,0.188
High Strain,1.669,0.779,0.746,2.296,0.708,4.708,1.51,0.237
High Strain,2.022,0.539,0.771,1.98,0.834,4.971,1.357,0.207
High Strain,1.401,0.853,0.708,1.675,0.591,4.426,1.78,0.322
High Strain,1.934,0.877,0.82,2.294,0.768,4.405,1.754,0.279
High Strain,1.489,0.727,0.781,1.856,0.795,4.394,1.912,0.207
High Strain,1.995,0.717,0.728,2.205,0.862,4.581,2.003,0.204
High Strain,1.449,0.581,0.677,1.491,0.839,4.639,1.839,0.21
High Strain,2.026,0.822,0.885,1.577,0.77,4.86,2.151,0.31
High Strain,1.979,0.758,0.796,1.817,0.894,4.747,1.862,0.212
High Strain,1.316,0.783,0.78,1.464,0.625,4.786,1.54,0.329
High Strain,1.523,0.741,0.898,1.596,0.704,4.427,1.936,0.068
High Strain,1.301,0.531,0.76,1.613,0.666,4.211,1.404,0.09
High Strain,1.905,0.567,0.785,1.473,0.893,4.878,1.495,0.088
High Strain,1.797,0.799,0.928,1.452,0.87,4.326,1.54,0.335
High Strain,1.466,0.799,0.723,2.138,0.772,4.234,1.521,0.224
High Strain,1.737,0.555,0.675,2.346,0.744,4.538,1.357,0.19
High Strain,2.037,0.755,0.683,1.748,0.708,4.371,1.408,0.249
High Strain,1.508,0.551,0.726,1.709,0.884,4.802,1.839,0.083
High Strain,2.03,0.557,0.664,1.923,0.607,4.623,1.728,0.228
High Strain,1.758,0.839,0.773,2.023,0.737,4.995,2.029,0.276
High Strain,1.954,0.552,0.696,1.657,0.698,4.397,2.069,0.17
High Strain,1.766,0.725,0.834,2.055,0.766,4.413,1.358,0.322
High Strain,1.268,0.81,0.913,2.131,0.604,4.884,2.226,0.109
High Strain,1.516,0.826,0.901,1.714,0.78,4.68,1.434,0.195
High Strain,1.668,0.776,0.862,1.61,0.808,4.563,1.498,0.081
High Strain,1.774,0.828,0.858,1.781,0.636,4.322,2.248,0.182
High Strain,1.997,0.63,0.674,1.59,0.713,4.597,1.985,0.245
High Strain,1.342,0.86,0.672,1.474,0.744,4.392,2.003,0.287
High Strain,1.827,0.873,0.76,1.598,0.844,4.236,1.68,0.327
High Strain,1.703,0.853,0.805,1.623,0.632,4.425,1.706,0.159
High Strain,1.763,0.653,0.652,1.782,0.633,4.69,1.468,0.312
High Strain,2.003,0.576,0.828,1.579,0.847,4.717,1.556,0.076
High Strain,1.678,0.741,0.833,1.596,0.606,4.386,1.919,0.235
High Strain,1.426,0.819,0.715,2.294,0.641,4.79,1.583,0.318
High Strain,1.449,0.619,0.762,1.584,0.769,4.51,1.453,0.202
High Strain,1.677,0.666,0.837,1.892,0.7,4.652,1.807,0.229
High Strain,1.592,0.549,0.792,2.04,0.854,4.86,1.741,0.105
High Strain,1.362,0.68,0.739,1.897,0.798,4.296,1.837,0.148
High Strain,1.556,0.591,0.812,2.349,0.678,4.327,1.94,0.331
High Strain,1.509,0.844,0.794,1.764,0.709,4.271,1.443,0.171
High Strain,1.637,0.737,0.91,1.863,0.721,4.654,1.528,0.182
High Strain,1.349,0.685,0.908,1.582,0.793,4.281,1.672,0.28
High Strain,1.44,0.813,0.812,2.047,0.859,4.386,2.075,0.08
High Strain,1.539,0.623,0.918,1.836,0.605,4.573,1.738,0.318
High Strain,2.096,0.751,0.657,2.083,0.741,4.853,1.816,0.147
High Strain,1.79,0.698,0.788,1.728,0.698,4.984,1.598,0.281
High Strain,1.408,0.605,0.928,1.705,0.893,4.989,1.778,0.258
High Strain,1.57,0.775,0.897,1.785,0.75,4.651,1.728,0.083
High Strain,1.943,0.822,0.872,1.759,0.699,4.685,1.511,0.081
High Strain,1.521,0.591,0.925,2.086,0.851,4.938,1.773,0.213
High Strain,2.034,0.564,0.672,1.567,0.794,4.681,1.838,0.125
High Strain,1.938,0.727,0.716,1.502,0.865,4.394,2.171,0.116
High Strain,1.382,0.763,0.827,2.107,0.794,4.728,2.113,0.075
High Strain,2.105,0.623,0.737,1.677,0.786,4.698,1.475,0.296
High Strain,1.635,0.807,0.946,1.692,0.832,4.755,1.715,0.199
High Strain,1.411,0.854,0.744,1.928,0.859,4.583,1.644,0.188
High Strain,1.713,0.764,0.703,1.757,0.819,4.634,2.032,0.124
High Strain,1.428,0.618,0.824,2.155,0.747,4.481,2.172,0.151
High Strain,1.658,0.762,0.668,2.172,0.778,4.77,1.725,0.195
High Strain,2.085,0.802,0.893,2.217,0.828,4.967,2.228,0.182
High Strain,1.797,0.867,0.754,1.887,0.768,4.841,1.874,0.147
High Strain,1.741,0.766,0.923,1.632,0.781,4.471,1.866,0.19
High Strain,1.553,0.875,0.944,2.104,0.613,4.647,1.521,0.139
High Strain,1.268,0.775,0.878,1.83,0.593,4.379,2.236,0.207
High Strain,1.999,0.749,0.666,1.675,0.61,4.233,1.476,0.086
High Strain,1.761,0.571,0.929,2.194,0.862,4.264,2.24,0.258
High Strain,1.629,0.569,0.779,2.038,0.743,4.882,2.109,0.303
High Strain,1.927,0.698,0.865,1.955,0.669,4.303,2.171,0.121
High Strain,1.618,0.561,0.933,2.102,0.791,4.56,1.559,0.204
High Strain,2.096,0.553,0.686,2.3,0.667,4.987,1.846,0.113
High Strain,1.643,0.691,0.946,2.172,0.734,4.392,1.708,0.266
High Strain,1.607,0.771,0.795,1.957,0.756,4.207,2.15,0.251
High Strain,1.528,0.688,0.945,2.27,0.745,4.766,1.512,0.237
High Strain,1.715,0.798,0.828,1.499,0.882,4.961,2.104,0.317
High Strain,1.877,0.521,0.802,1.961,0.791,4.247,1.765,0.274
High Strain,1.786,0.545,0.947,2.138,0.834,4.486,1.824,0.121
High Strain,2.124,0.649,0.728,1.732,0.72,4.751,1.652,0.102
High Strain,1.263,0.585,0.681,1.543,0.9,4.372,1.961,0.24
High Strain,1.408,0.865,0.835,1.822,0.844,4.855,1.437,0.265
High Strain,1.936,0.667,0.92,1.554,0.633,4.646,1.744,0.286
High Strain,1.467,0.784,0.852,1.646,0.862,4.946,2.211,0.067
High Strain,1.745,0.817,0.802,1.871,0.822,4.772,2.25,0.176
High Strain,1.638,0.731,0.924,1.982,0.788,4.298,1.866,0.218
High Strain,1.628,0.626,0.807,2.308,0.84,4.294,2.061,0.229
High Strain,1.693,0.871,0.674,2.102,0.717,4.802,1.852,0.188
High Strain,1.438,0.649,0.664,1.468,0.591,4.763,1.506,0.092
High Strain,1.905,0.64,0.825,2.021,0.824,4.4,1.659,0.268
High Strain,1.729,0.675,0.823,1.531,0.858,4.632,1.947,0.068
High Strain,1.81,0.69,0.705,1.482,0.719,4.62,2.021,0.078
High Strain,2.127,0.687,0.909,1.906,0.839,4.861,1.448,0.11
High Strain,1.607,0.625,0.896,1.951,0.805,4.957,2.21,0.307
High Strain,1.721,0.522,0.681,1.818,0.806,4.616,1.952,0.189
High Strain,1.283,0.536,0.783,1.719,0.702,4.85,1.378,0.187
High Strain,2.06,0.559,0.78,1.861,0.841,4.639,1.614,0.096
High Strain,2.094,0.857,0.867,2.234,0.819,4.395,1.866,0.081
High Strain,1.332,0.621,0.941,1.74,0.592,4.381,1.804,0.22
High Strain,1.394,0.639,0.903,2.28,0.876,4.262,1.36,0.272
High Strain,1.507,0.54,0.804,2.309,0.731,4.432,1.886,0.087
High Strain,1.257,0.636,0.836,1.606,0.877,4.529,1.778,0.2
High Strain,1.279,0.683,0.806,1.843,0.699,4.753,1.489,0.151
High Strain,2.068,0.598,0.892,2.23,0.718,4.685,1.96,0.179
High Strain,1.521,0.799,0.726,1.786,0.59,4.71,1.607,0.064
High Strain,1.746,0.61,0.87,1.801,0.891,4.26,2.105,0.098
High Strain,1.287,0.754,0.889,1.727,0.622,4.312,1.36,0.133
High Strain,1.735,0.622,0.899,1.921,0.883,4.879,1.654,0.199
High Strain,1.9,0.752,0.766,2.327,0.6,4.622,1.681,0.297
High Strain,2.051,0.605,0.813,1.686,0.7,4.645,1.463,0.173
High Strain,1.854,0.801,0.788,1.977,0.632,4.305,1.356,0.219
High Strain,1.779,0.596,0.876,1.933,0.65,4.492,2.037,0.212
High Strain,2.007,0.527,0.853,1.651,0.772,4.89,2.157,0.21
High Strain,1.253,0.603,0.886,1.773,0.685,4.332,1.735,0.268
High Strain,1.825,0.835,0.727,2.229,0.847,4.863,2.143,0.278
High Strain,1.845,0.761,0.779,1.531,0.874,4.346,1.827,0.196
High Strain,2.05,0.607,0.788,1.969,0.702,4.993,1.58,0.241
High Strain,1.647,0.792,0.743,2.189,0.696,4.671,1.392,0.077
High Strain,1.328,0.745,0.701,2.345,0.763,4.473,1.351,0.254
High Strain,1.956,0.685,0.759,1.896,0.845,4.396,1.697,0.323
High Strain,1.722,0.694,0.826,1.976,0.681,4.233,1.526,0.335
High Strain,2.106,0.818,0.704,1.499,0.725,4.492,2.112,0.116
High Strain,2.028,0.715,0.835,1.618,0.759,4.75,1.771,0.114
High Strain,1.413,0.658,0.824,1.49,0.841,4.573,1.93,0.207
High Strain,1.441,0.651,0.895,2.058,0.702,4.224,1.784,0.16
High Strain,1.934,0.841,0.745,1.959,0.608,4.483,1.871,0.203
High Strain,1.828,0.808,0.653,2.331,0.741,4.25,1.549,0.139
High Strain,1.551,0.767,0.824,1.69,0.776,4.845,2.215,0.321
High Strain,2.094,0.81,0.702,1.857,0.796,4.876,1.502,0.319
High Strain,1.279,0.666,0.933,1.481,0.9,4.524,2.216,0.169
High Strain,1.634,0.776,0.686,2.085,0.625,4.232,1.42,0.174
High Strain,1.571,0.545,0.769,1.473,0.882,4.505,1.831,0.124
High Strain,1.849,0.667,0.945,1.959,0.603,4.443,1.907,0.238
High Strain,2.033,0.627,0.733,1.548,0.773,4.851,1.791,0.282
High Strain,2.062,0.776,0.721,2.278,0.732,4.382,1.544,0.123
High Strain,1.615,0.729,0.678,2.13,0.736,4.23,1.486,0.175
High Strain,1.587,0.86,0.829,2.13,0.621,4.31,1.424,0.17
High Strain,1.806,0.594,0.834,2.217,0.836,4.504,1.744,0.13
High Strain,1.493,0.707,0.805,1.576,0.8,4.61,1.558,0.291
High Strain,1.738,0.671,0.936,2.079,0.887,4.344,1.973,0.323
High Strain,1.987,0.532,0.91,1.568,0.736,4.887,2.103,0.228
High Strain,1.743,0.722,0.68,1.984,0.869,4.51,1.565,0.265
High Strain,1.588,0.836,0.901,1.781,0.631,4.859,1.788,0.173
High Strain,1.816,0.731,0.887,1.855,0.613,4.508,2.239,0.337
High Strain,1.613,0.625,0.795,1.535,0.647,4.52,1.754,0.241
High Strain,1.588,0.685,0.739,1.765,0.735,4.474,1.549,0.308
High Strain,1.82,0.575,0.909,1.654,0.783,4.95,2.115,0.267
High Strain,1.771,0.657,0.681,1.531,0.65,4.85,1.724,0.084
High Strain,1.367,0.739,0.923,1.769,0.72,4.819,1.499,0.242
High Strain,2.073,0.738,0.663,2.269,0.732,4.858,2.058,0.301
High Strain,1.581,0.591,0.875,2.038,0.685,4.454,1.857,0.215
High Strain,2.066,0.674,0.749,1.753,0.867,4.96,1.436,0.181
High Strain,1.756,0.878,0.897,1.692,0.845,4.803,1.455,0.242
High Strain,2.019,0.624,0.831,1.633,0.812,4.91,2.214,0.179
High Strain,1.418,0.721,0.85,1.575,0.745,4.459,1.498,0.246
High Strain,1.622,0.578,0.91,2.261,0.65,4.831,1.741,0.073
High Strain,1.909,0.663,0.789,2.293,0.802,4.561,2.137,0.321
High Strain,1.525,0.627,0.744,1.833,0.597,4.444,1.552,0.248
High Strain,1.332,0.573,0.731,2.052,0.666,4.841,1.953,0.128
High Strain,1.686,0.874,0.654,2.096,0.622,4.698,1.561,0.134
High Strain,1.475,0.851,0.721,1.583,0.792,4.409,2.248,0.255
High Strain,1.674,0.875,0.714,2.274,0.779,4.582,1.83,0.115
High Strain,1.917,0.731,0.813,2.316,0.891,4.919,1.603,0.22
High Strain,1.608,0.683,0.869,1.529,0.62,4.958,1.351,0.089
High Strain,1.541,0.575,0.824,1.769,0.595,4.259,1.911,0.18
High Strain,1.523,0.674,0.935,1.66,0.83,4.543,1.43,0.336
High Strain,1.751,0.564,0.93,1.626,0.793,4.723,1.578,0.19
High Strain,1.255,0.564,0.742,1.785,0.808,4.918,1.587,0.103
High Strain,1.46,0.825,0.666,2.127,0.645,4.365,1.883,0.295
High Strain,2.093,0.717,0.664,1.86,0.859,4.802,1.562,0.274
High Strain,1.453,0.698,0.807,1.677,0.764,4.394,2.24,0.157
High Strain,1.257,0.679,0.662,2.179,0.595,4.429,1.498,0.189
High Strain,1.255,0.597,0.777,2.045,0.75,4.394,1.711,0.261
High Strain,1.565,0.641,0.776,2.316,0.621,4.483,2.117,0.232
High Strain,2.092,0.53,0.673,1.919,0.619,4.222,1.784,0.244
High Strain,1.829,0.854,0.789,1.908,0.786,4.892,1.652,0.319
High Strain,1.97,0.815,0.817,1.656,0.612,4.743,1.884,0.258
High Strain,1.588,0.565,0.842,2.231,0.612,4.384,1.586,0.153
High Strain,2.15,0.699,0.755,1.528,0.756,4.992,1.996,0.292
High Strain,2.024,0.623,0.74,1.595,0.908,4.401,2.082,0.133
High Strain,1.617,0.88,0.775,2.139,0.879,4.972,2.199,0.281
