avg_mood_score,mood_variability,journal_negative_ratio,stress_mean,anxiety_mean,support_mean,stress_index,emotional_stability,positivity_ratio,confidence_score
2.373,0.13,0.787,4.38,4.176,2.006,100,67,21,94
4.336,0.182,0.397,4.068,2.889,2.78,67,100,60,96
1.934,0.822,0.491,1.669,1.458,1.804,36,46,51,77
4.504,0.638,0.143,1.732,4.829,3.005,43,100,86,89
4.35,0.918,0.244,3.688,2.666,2.75,56,99,76,81
3.87,0.152,0.007,4.768,3.988,4.109,85,100,99,96
1.376,0.769,0.851,2.259,1.825,4.815,60,56,15,96
4.072,0.625,0.357,1.306,3.505,4.494,31,100,64,96
4.164,0.412,0.443,3.089,1.142,2.792,36,100,56,92
1.214,0.8,0.192,2.787,3.816,4.743,77,62,81,95
4.993,0.135,0.207,2.416,4.195,2.316,45,100,79,96
1.456,0.223,0.327,3.337,2.686,4.311,75,73,67,96
2.222,0.394,0.141,2.927,1.769,4.965,50,91,86,96
2.586,0.828,0.463,3.899,2.394,4.668,75,81,54,94
1.9,0.61,0.755,1.587,2.521,4.294,51,67,24,96
2.596,0.956,0.662,2.364,1.41,2.881,44,61,34,81
2.637,0.327,0.533,2.282,2.57,4.915,52,94,47,96
2.268,0.697,0.637,2.764,1.414,2.264,53,57,36,83
4.083,0.13,0.588,2.293,4.495,4.249,61,100,41,96
4.593,0.784,0.44,4.27,4.426,3.633,85,100,56,89
3.703,0.257,0.21,2.299,2.403,1.816,35,95,79,90
2.902,0.703,0.779,2.261,4.015,2.078,69,64,22,82
2.925,0.798,0.292,3.922,4.244,1.284,88,63,71,75
4.364,0.161,0.002,2.189,2.95,1.852,30,100,100,92
2.297,0.812,0.368,1.751,4.926,1.824,66,55,63,78
1.184,0.182,0.915,4.27,1.78,4.056,95,59,9,96
1.932,0.858,0.718,1.009,2.22,4.276,37,62,28,91
3.434,0.518,0.993,4.392,4.694,1.893,100,74,1,85
3.549,0.13,0.903,3.042,1.684,4.736,55,100,10,96
1.203,0.741,0.223,3.788,4.742,4.898,100,63,78,96
1.668,0.589,0.931,2.474,1.402,1.09,59,35,7,78
4.175,0.693,0.01,3.057,3.243,4.499,48,100,99,96
3.757,0.441,0.311,3.945,2.755,2.626,67,97,69,91
3.312,0.448,0.147,2.782,3.106,3.112,52,95,85,94
1.469,0.637,0.307,1.021,4.339,3.222,54,56,69,90
3.439,0.882,0.559,4.401,2.742,2.917,82,80,44,83
4.363,0.741,0.575,4.572,4.365,2.251,93,94,42,82
4.732,0.727,0.571,4.201,1.913,4.278,60,100,43,94
3.681,0.621,0.276,2.488,2.404,1.147,40,80,72,78
1.501,0.857,0.277,2.654,3.671,2.548,73,47,72,81
1.168,0.529,0.631,4.459,2.751,3.2,100,48,37,92
4.475,0.704,0.114,2.997,1.098,4.092,25,100,89,94
1.178,0.314,0.91,2.658,2.323,4.725,75,61,9,96
4.054,0.291,0.799,4.481,3.187,2.632,87,98,20,94
2.649,0.671,0.364,3.899,3.286,3.944,81,81,64,94
4.581,0.607,0.734,1.349,3.693,3.174,37,100,27,90
4.604,0.742,0.899,4.495,4.193,1.609,95,89,10,78
2.5,0.186,0.648,2.129,4.066,4.19,68,87,35,96
2.185,0.433,0.086,2.492,2.947,3.878,54,82,91,96
3.823,0.706,0.65,2.432,4.539,4.1,67,99,35,94
3.06,0.204,0.149,2.859,1.353,4.37,38,100,85,96
4.755,0.402,0.658,3.762,4.449,1.086,80,98,34,82
3.378,0.299,0.476,3.845,3.617,3.459,80,97,52,96
4.136,0.218,0.396,4.973,3.741,1.817,92,100,60,91
3.561,0.363,0.497,1.197,1.094,1.112,12,80,50,83
4.711,0.328,0.164,2.812,4.502,1.357,56,100,84,86
3.106,0.333,0.818,4.555,3.357,2.918,98,82,18,95
3.233,0.192,0.891,1.937,4.323,2.026,66,80,11,93
4.22,0.916,0.431,2.909,2.265,1.985,44,88,57,76
4.025,0.642,0.342,2.176,4.96,4.787,59,100,66,96
3.64,0.748,0.591,3.336,4.568,4.219,82,97,41,93
2.706,0.907,0.976,2.58,2.311,4.815,62,76,2,93
4.155,0.329,0.428,3.544,3.302,1.334,65,94,57,86
2.517,0.589,0.385,2.377,2.845,4.194,54,83,62,96
4.434,0.228,0.492,4.404,1.402,2.926,59,100,51,96
4.73,0.474,0.949,2.37,4.082,1.386,60,95,5,83
1.085,0.612,0.229,4.172,4.848,3.887,100,56,77,95
1.833,0.401,0.499,1.014,4.097,1.211,53,49,50,83
4.903,0.189,0.728,3.649,4.693,1.973,81,100,27,93
2.268,0.176,0.96,2.077,4.147,4.422,76,81,4,96
4.097,0.772,0.12,1.33,2.023,3.152,11,100,88,87
2.28,0.172,0.52,4.096,2.347,1.906,81,67,48,93
4.291,0.458,0.381,4.856,2.098,3.125,72,100,62,93
4.691,0.15,0.885,3.117,3.963,4.195,70,100,12,96
3.695,0.198,0.881,2.124,1.063,1.159,33,81,12,87
2.163,0.496,0.815,3.548,1.561,4.548,71,75,19,96
3.869,0.749,0.386,2.149,2.807,2.475,39,90,61,83
4.353,0.854,0.536,2.757,1.453,2.139,35,91,46,79
4.401,0.52,0.789,4.761,4.821,3.78,100,100,21,96
3.409,0.7,0.752,1.713,1.636,2.867,32,80,25,86
4.651,0.189,0.516,4.239,1.115,1.495,52,100,48,90
2.67,0.931,0.077,1.234,2.312,4.977,23,88,92,94
2.183,0.497,0.462,1.172,4.031,4.64,51,81,54,96
3.064,0.296,0.417,2.184,2.655,1.027,45,73,58,85
3.185,0.44,0.09,4.262,4.774,4.925,92,100,91,96
1.296,0.468,0.918,4.402,1.913,2.833,98,45,8,91
3.726,0.875,0.984,2.698,1.115,3.747,44,86,2,88
2.048,0.118,0.003,2.203,1.447,1.41,33,67,100,91
4.734,0.58,0.824,1.223,4.434,2.499,43,100,18,87
2.361,0.377,0.574,4.722,1.459,1.345,83,59,43,85
2.453,0.613,0.281,1.525,1.981,3.448,30,76,72,92
1.134,0.882,0.252,4.615,2.794,2.716,98,41,75,81
1.892,0.401,0.975,3.569,1.641,4.408,78,69,2,96
2.177,0.202,0.434,4.211,3.464,3.32,93,77,57,96
2.303,0.773,0.118,4.664,4.28,1.451,100,56,88,76
2.108,0.83,0.215,3.666,1.047,1.294,57,49,79,74
4.463,0.613,0.546,2.354,2.404,2.531,37,100,45,86
2.371,0.565,0.119,4.642,1.031,4.686,68,88,88,96
2.212,0.084,0.693,2.688,1.827,1.518,57,62,31,92
4.374,0.468,0.454,2.146,4.149,1.951,50,100,55,86
2.7,0.491,0.407,2.706,1.783,4.957,48,94,59,96
1.573,0.874,0.789,3.036,2.634,1.925,78,35,21,77
1.721,0.594,0.369,4.724,2.57,2.078,95,51,63,84
3.908,0.744,0.423,1.606,1.433,3.426,17,97,58,89
2.692,0.356,0.089,2.976,2.816,2.305,56,80,91,91
2.168,0.377,0.846,1.796,3.271,3.148,61,66,15,95
4.651,0.54,0.502,3.032,3.114,2.731,52,100,50,89
1.915,0.888,0.056,1.844,3.875,3.704,54,66,94,87
1.912,0.328,0.349,3.239,4.475,2.632,88,65,65,93
2.497,0.164,0.673,1.346,4.612,1.066,61,62,33,88
1.734,0.838,0.83,4.116,2.413,3.76,93,53,17,89
4.629,0.787,0.839,3.014,2.876,1.415,57,88,16,76
1.425,0.928,0.131,2.89,1.786,2.83,55,48,87,81
1.976,0.386,0.198,3.57,4.587,4.261,91,80,80,96
4.537,0.873,0.955,1.058,4.12,3.364,41,98,4,86
1.031,0.519,0.585,4.899,1.88,3.859,100,52,41,96
2.464,0.475,0.026,4.351,3.262,1.495,83,67,97,83
1.799,0.812,0.787,1.018,3.016,4.48,48,61,21,94
3.452,0.173,0.115,1.857,1.843,1.177,23,88,88,88
4.23,0.123,0.659,1.759,1.504,1.014,23,94,34,88
2.679,0.259,0.492,4.652,4.693,3.015,100,82,51,96
4.998,0.929,0.699,3.527,4.021,2.958,71,100,30,82
2.582,0.895,0.343,2.185,3.008,4.305,51,78,66,91
3.335,0.589,0.188,1.335,1.029,1.574,9,79,81,81
4.465,0.328,0.869,1.686,4.446,3.677,53,100,13,96
3.52,0.644,0.68,4.383,2.872,4.692,84,99,32,96
3.03,0.374,0.289,3.289,4.853,1.06,83,73,71,83
3.387,0.493,0.737,3.22,3.504,2.541,74,82,26,89
3.694,0.806,0.716,3.406,1.279,1.932,52,76,28,78
4.536,0.656,0.132,2.336,2.114,3.12,25,100,87,89
3.912,0.197,0.339,1.473,2.178,1.59,21,96,66,90
2.798,0.511,0.731,4.021,2.486,4.774,81,89,27,96
4.66,0.742,0.449,2.457,3.105,1.505,42,95,55,77
3.491,0.553,0.028,1.329,3.763,3.133,32,97,97,91
2.082,0.31,0.396,3.921,3.279,3.686,87,77,60,96
4.302,0.97,0.536,1.438,4.731,4.429,47,100,46,90
1.299,0.756,0.665,4.394,2.416,3.256,97,45,33,88
2.426,0.441,0.271,1.473,2.368,1.827,33,67,73,86
4.682,0.669,0.828,4.598,4.352,1.285,96,90,17,78
4.864,0.122,0.569,2.814,4.704,4.505,65,100,43,96
4.703,0.989,0.183,3.07,3.432,2.749,49,100,82,79
2.037,0.739,0.791,3.288,3.116,3.705,83,61,21,91
4.375,0.494,0.583,2.338,3.064,1.278,45,92,42,82
2.124,0.088,0.283,2.309,4.975,1.783,75,69,72,94
2.824,0.763,0.417,3.304,4.731,4.896,86,89,58,96
1.659,0.186,0.877,4.153,2.382,4.053,95,68,12,96
1.005,0.368,0.063,3.824,2.497,3.39,79,58,94,96
4.071,0.358,0.868,2.069,3.563,2.592,54,96,13,92
2.052,0.146,0.057,3.472,3.593,4.992,76,95,94,96
1.203,0.726,0.238,1.863,4.317,3.057,68,49,76,87
4.208,0.175,0.125,4.058,4.561,4.16,79,100,88,96
4.964,0.747,0.975,3.964,3.303,2.417,76,100,3,83
1.937,0.137,0.295,1.051,3.276,1.656,40,63,71,92
3.563,0.405,0.483,4.321,1.374,4.738,64,100,52,96
2.676,0.816,0.577,3.631,4.69,3.519,95,72,42,88
1.35,0.186,0.005,1.788,4.776,3.685,66,72,99,96
3.08,0.131,0.998,3.852,1.2,3.808,69,91,0,96
3.279,0.346,0.221,4.924,4.719,2.141,100,87,78,90
3.8,0.417,0.484,4.607,2.922,4.351,82,100,52,96
1.42,0.268,0.803,2.331,1.315,3.168,55,56,20,96
4.375,0.577,0.543,2.485,3.953,1.113,55,89,46,79
1.239,0.211,0.489,2.974,1.085,4.107,58,66,51,96
1.402,0.62,0.931,2.946,2.052,1.646,75,34,7,81
4.198,0.472,0.106,2.3,1.522,4.68,21,100,89,96
4.078,0.69,0.122,4.716,3.475,2.171,80,96,88,82
1.153,0.56,0.46,3.289,1.775,1.157,70,33,54,79
3.017,0.334,0.943,3.981,4.477,1.781,100,70,6,88
1.427,0.917,0.908,4.156,1.831,4.803,92,53,9,93
2.864,0.494,0.295,1.097,4.099,2.265,42,77,71,87
3.048,0.197,0.974,1.766,3.152,4.895,55,98,3,96
2.118,0.584,0.67,2.721,3.459,2.558,75,58,33,87
4.396,0.374,0.816,1.649,2.936,4.962,37,100,18,96
4.132,0.123,0.873,1.561,3.018,3.753,40,100,13,96
4.415,0.565,0.677,1.172,1.472,4.012,12,100,32,96
1.849,0.451,0.323,4.63,3.607,1.171,100,50,68,82
1.293,0.113,0.253,3.09,1.86,4.373,63,74,75,96
1.073,0.737,0.202,3.575,4.091,4.995,94,62,80,96
2.797,0.397,0.805,4.972,4.167,3.848,100,83,19,96
1.659,0.481,0.448,2.496,4.68,4.333,82,70,55,96
2.039,0.21,0.799,1.692,1.223,1.896,39,58,20,92
4.396,0.457,0.18,3.329,3.082,2.436,53,100,82,89
4.955,0.26,0.733,1.423,4.694,2.052,45,100,27,91
1.289,0.594,0.898,1.198,3.291,2.761,60,42,10,88
4.12,0.576,0.753,3.633,3.747,1.939,78,88,25,84
2.889,0.678,0.164,2.081,2.876,1.006,42,65,84,76
4.122,0.504,0.496,4.518,3.411,2.684,83,100,50,90
3.469,0.422,0.221,1.285,1.408,2.623,11,93,78,91
1.949,0.31,0.031,1.656,1.132,4.19,23,83,97,96
3.986,0.222,0.007,3.674,4.198,1.165,69,98,99,87
2.556,0.133,0.024,1.505,1.288,4.663,17,100,98,96
4.969,0.432,0.036,2.03,2.305,1.129,16,100,96,82
2.354,0.675,0.632,2.959,1.423,2.796,55,63,37,87
4.78,0.473,0.952,3.766,2.684,4.777,68,100,5,96
2.027,0.706,0.413,2.553,2.045,4.477,53,73,59,96
1.954,0.85,0.745,4.701,3.672,1.757,100,42,26,76
4.635,0.494,0.238,2.858,4.238,4.601,56,100,76,96
4.54,0.823,0.794,4.36,4.752,3.84,97,100,21,90
4.93,0.775,0.291,4.557,4.365,2.747,83,100,71,84
2.553,0.802,0.044,1.956,2.591,1.991,38,66,96,79
2.637,0.166,0.348,4.999,1.786,2.994,84,85,65,96
2.99,0.379,0.239,3.868,4.663,2.867,89,87,76,94
1.063,0.276,0.864,4.817,2.658,2.562,100,43,14,94
2.962,0.156,0.444,3.828,2.029,4.603,67,100,56,96
4.623,0.176,0.475,2.035,3.376,1.903,39,100,52,92
1.445,0.252,0.597,4.002,4.614,3.086,100,59,40,96
1.495,0.231,0.656,3.83,1.625,3.737,79,65,34,96
1.3,0.122,0.924,3.947,2.701,2.451,98,49,8,96
2.892,0.119,0.769,3.762,3.77,2.68,90,82,23,96
2.862,0.547,0.223,2.845,4.434,1.051,71,67,78,79
2.027,0.201,0.228,2.372,1.015,4.754,36,89,77,96
4.221,0.689,0.185,1.695,1.545,1.939,13,96,81,81
2.862,0.594,0.966,2.771,4.708,2.464,88,67,3,86
3.224,0.548,0.367,2.696,1.205,2.502,37,83,63,88
1.686,0.507,0.537,2.127,4.199,1.915,73,49,46,85
2.61,0.894,0.355,1.618,2.683,2.634,39,65,65,81
4.567,0.765,0.049,3.952,4.28,2.404,70,100,95,82
3.928,0.102,0.219,4.988,4.807,4.721,100,100,78,96
2.446,0.462,0.869,3.974,2.7,2.532,88,64,13,90
4.395,0.841,0.774,2.218,1.995,1.112,36,81,23,73
2.47,0.15,0.196,2.526,4.063,4.782,65,99,80,96
1.494,0.476,0.058,4.324,3.326,3.817,92,68,94,96
1.821,0.969,0.473,2.629,4.088,4.422,78,62,53,90
1.202,0.086,0.735,3.409,1.041,1.75,70,45,27,94
4.597,0.985,0.646,2.542,3.859,2.394,55,93,35,77
3.258,0.932,0.82,4.145,2.578,2.16,82,66,18,77
1.831,0.991,0.373,3.703,3.747,1.459,90,40,63,71
4.301,0.604,0.031,3.719,2.533,3.019,51,100,97,90
4.014,0.316,0.73,2.916,3.72,3.688,66,100,27,96
4.343,0.243,0.246,4.468,1.944,1.023,61,100,75,86
3.227,0.262,0.444,2.57,4.933,2.305,74,87,56,93
2.887,0.697,0.801,1.962,2.678,1.068,51,56,20,76
2.868,0.609,0.167,3.822,3.405,1.581,76,71,83,81
1.248,0.326,0.022,3.963,2.17,4.373,76,72,98,96
2.745,0.417,0.514,1.985,4.267,4.191,63,89,49,96
2.966,0.344,0.221,1.78,1.102,3.219,20,90,78,96
1.077,0.501,0.572,3.265,3.17,1.192,87,32,43,81
3.695,0.836,0.537,3.302,3.313,3.456,67,90,46,87
2.102,0.228,0.139,4.045,3.551,4.276,86,87,86,96
2.659,0.094,0.966,1.342,1.04,4.203,30,88,3,96
2.269,0.186,0.462,4.712,1.647,3.428,83,80,54,96
2.713,0.439,0.537,1.609,1.403,3.162,29,79,46,94
2.116,0.37,0.873,3.581,4.277,1.229,100,50,13,84
2.273,0.584,0.262,3.274,4.166,1.259,81,56,74,79
1.331,0.577,0.638,1.947,4.396,4.334,77,59,36,96
4.894,0.672,0.075,1.671,2.545,1.424,15,100,93,78
4.251,0.483,0.791,4.214,2.29,1.479,72,89,21,83
1.316,0.63,0.452,4.139,1.85,1.766,83,40,55,81
1.398,0.676,0.682,4.646,3.541,2.773,100,45,32,86
4.654,0.499,0.328,2.034,4.123,1.251,43,100,67,81
1.031,0.199,0.198,1.333,1.673,2.683,34,55,80,96
4.818,0.408,0.402,3.36,2.789,3.424,51,100,60,96
4.264,0.247,0.391,3.615,3.586,3.594,67,100,61,96
4.624,0.457,0.989,2.349,1.409,2.953,34,100,1,92
4.113,0.594,0.001,1.821,1.785,1.609,14,96,100,81
3.762,0.904,0.674,2.426,3.219,1.822,54,75,33,76
3.461,0.204,0.252,4.17,4.279,4.61,87,100,75,96
3.104,0.178,0.886,1.548,4.271,4.611,60,98,11,96
1.897,0.624,0.621,4.514,1.853,3.652,88,63,38,93
4.173,0.562,0.779,2.36,2.525,2.493,45,94,22,87
3.313,0.224,0.191,4.645,1.866,2.38,70,93,81,94
1.504,0.14,0.883,4.321,2.997,2.48,100,53,12,96
1.727,0.834,0.184,3.857,3.736,4.486,89,68,82,93
4.993,0.583,0.634,3.284,3.706,3.068,62,100,37,90
1.291,0.933,0.079,2.479,4.969,2.951,81,47,92,82
2.129,0.443,0.886,2.209,2.108,2.579,57,59,11,90
3.151,0.398,0.252,1.373,1.653,3.84,18,97,75,96
1.743,0.282,0.265,3.83,4.579,2.231,98,61,74,92
3.348,0.948,0.534,3.352,2.297,2.797,60,76,47,80
2.157,0.582,0.473,1.034,1.568,2.443,24,61,53,87
3.921,0.2,0.098,3.401,3.654,4.338,62,100,90,96
2.106,0.678,0.867,3.143,3.38,1.741,85,47,13,80
1.363,0.49,0.363,2.216,4.117,2.896,73,54,64,91
2.114,0.785,0.6,1.036,2.622,1.744,38,48,40,78
1.541,0.771,0.572,1.982,3.028,1.364,61,36,43,76
1.501,0.636,0.316,3.418,2.061,1.246,70,41,68,78
4.589,0.561,0.567,2.395,1.979,3.139,33,100,43,91
1.299,0.828,0.924,1.4,2.025,2.679,51,36,8,82
2.11,0.421,0.02,2.379,4.827,2.461,70,70,98,90
1.655,0.997,0.963,4.795,4.608,2.794,100,39,4,79
3.679,0.745,0.183,3.636,4.607,4.57,78,100,82,96
4.131,0.438,0.306,1.067,4.39,2.872,34,100,69,92
3.154,0.904,0.157,3.416,2.613,4.658,59,94,84,93
3.954,0.438,0.624,2.071,1.264,3.527,27,100,38,96
4.21,0.895,0.157,2.281,4.707,2.288,53,94,84,79
3.87,0.262,0.562,3.58,2.538,3.779,63,100,44,96
2.125,0.084,0.815,2.546,1.044,4.972,50,87,19,96
3.605,0.896,0.54,1.182,1.687,1.641,18,73,46,75
1.645,0.787,0.46,3.302,4.407,3.06,93,52,54,86
1.427,0.911,0.184,4.207,2.811,2.447,88,45,82,79
4.296,0.431,0.874,4.864,3.082,3.743,92,100,13,96
4.839,0.692,0.081,2.275,1.259,3.88,12,100,92,93
4.388,0.53,0.815,4.909,1.45,3.107,74,100,19,92
1.477,0.654,0.301,4.275,3.419,1.67,97,43,70,80
1.351,0.84,0.735,4.662,3.624,1.802,100,32,26,77
3.378,0.659,0.002,2.174,3.479,3.82,43,99,100,93
4.842,0.199,0.102,2.949,2.428,1.037,35,100,90,87
4.706,0.18,0.287,1.833,4.466,3.432,42,100,71,96
2.254,0.224,0.423,2.929,2.33,2.384,61,71,58,94
1.947,0.805,0.028,2.79,4.014,2.224,70,57,97,80
4.529,0.256,0.336,2.746,2.715,4.472,42,100,66,96
1.534,0.431,0.007,1.174,4.225,4.776,49,78,99,96
2.045,0.645,0.674,3.871,1.02,4.427,69,71,33,96
1.219,0.652,0.091,2.612,2.105,2.825,55,51,91,87
2.806,0.505,0.954,2.061,4.62,3.522,76,76,5,95
3.487,0.934,0.219,3.552,4.15,3.215,75,87,78,83
3.677,0.53,0.852,4.729,3.052,2.38,94,84,15,87
2.358,0.872,0.037,1.68,2.215,3.554,31,73,96,87
4.649,0.349,0.163,4.264,1.454,4.666,49,100,84,96
2.244,0.824,0.582,1.172,3.642,1.661,49,49,42,76
3.941,0.439,0.644,4.389,3.483,3.891,86,100,36,96
3.179,0.611,0.73,1.387,4.76,1.643,59,69,27,81
3.037,0.254,0.749,3.242,4.871,4.445,91,96,25,96
3.937,0.863,0.925,3.352,4.217,1.859,83,76,8,77
1.835,0.092,0.052,2.413,1.466,4.746,40,90,95,96
4.155,0.568,0.933,3.238,3.394,2.113,71,88,7,85
1.155,0.72,0.422,4.428,2.08,2.682,91,42,58,85
1.451,0.955,0.033,2.716,2.867,4.465,61,62,97,90
2.372,0.528,0.817,1.261,2.47,3.46,42,69,18,94
2.881,0.588,0.078,4.204,2.517,4.105,71,93,92,96
2.159,0.541,0.451,2.253,4.68,3.436,75,70,55,93
4.186,0.602,0.036,3.401,2.522,2.922,47,100,96,89
3.95,0.922,0.845,1.194,2.236,3.102,27,86,16,83
4.585,0.122,0.1,2.175,1.905,4.711,19,100,90,96
3.399,0.428,0.102,4.266,3.455,1.015,78,80,90,81
3.232,0.943,0.325,2.821,3.022,4.433,56,90,67,90
2.127,0.227,0.449,1.847,4.045,4.592,62,86,55,96
2.353,0.415,0.209,4.67,1.355,3.899,74,83,79,96
4.45,0.513,0.186,4.04,3.624,4.066,69,100,81,96
1.955,0.195,0.053,1.264,4.806,1.023,54,60,95,87
1.616,0.165,0.203,1.742,2.357,2.233,43,62,80,95
1.524,0.807,0.631,4.124,1.967,2.865,86,46,37,84
2.209,0.638,0.96,1.373,4.443,4.371,68,69,4,96
4.847,0.116,0.575,2.722,2.32,2.718,39,100,43,96
3.73,0.957,0.372,3.794,2.019,2.461,58,83,63,78
3.374,0.521,0.172,3.353,2.488,3.43,55,96,83,94
1.973,0.814,0.31,4.494,3.674,2.321,99,54,69,81
2.88,0.721,0.831,3.757,4.232,4.584,96,83,17,96
3.345,0.536,0.622,2.134,4.48,2.878,65,85,38,90
2.67,0.577,0.429,4.422,4.536,1.168,100,61,57,79
1.074,0.169,0.482,4.216,2.921,4.873,98,70,52,96
3.362,0.532,0.566,3.255,1.095,2.392,47,82,43,87
4.415,0.363,0.359,4.73,1.239,3.247,60,100,64,96
4.527,0.79,0.102,3.495,3.858,3.817,60,100,90,90
3.101,0.341,0.567,4.286,2.626,1.265,81,73,43,85
1.769,0.598,0.164,1.762,1.06,2.696,28,60,84,88
4.472,0.307,0.104,4.599,2.249,1.678,62,100,90,88
2.517,0.327,0.287,3.378,2.64,1.87,66,71,71,89
3.545,0.337,0.448,3.589,4.363,4.605,82,100,55,96
4.159,0.092,0.63,2.605,1.765,4.679,39,100,37,96
3.22,0.271,0.642,3.327,1.744,3.995,58,97,36,96
4.295,0.385,0.225,4.435,2.976,2.581,71,100,78,92
4.532,0.319,0.401,2.38,2.08,1.539,31,100,60,87
3.005,0.406,0.589,1.266,2.51,1.822,33,73,41,87
2.59,0.968,0.712,1.566,2.681,4.802,45,76,29,92
3.582,0.685,0.894,1.625,3.857,4.64,54,96,11,96
1.615,0.129,0.927,2.876,4.178,2.142,93,52,7,95
2.528,0.317,0.632,1.822,1.866,4.576,40,88,37,96
1.485,0.977,0.943,4.148,2.606,2.256,99,32,6,77
4.971,0.923,0.385,2.041,3.26,4.878,33,100,62,94
2.091,0.825,0.763,1.346,2.885,4.905,49,70,24,96
2.418,0.467,0.094,1.56,1.939,3.956,27,86,91,96
1.602,0.806,0.066,1.748,1.065,3.034,27,56,93,85
3.633,0.906,0.021,2.139,2.117,4.976,27,100,98,94
1.652,0.403,0.487,2.87,1.334,2.772,56,58,51,93
4.172,0.324,0.164,4.638,1.753,1.783,62,100,84,88
4.811,0.247,0.825,2.106,3.138,3.847,43,100,17,96
3.801,0.431,0.49,3.644,2.143,4.024,59,100,51,96
3.469,0.214,0.934,3.86,2.744,4.611,80,100,7,96
4.829,0.809,0.867,2.438,4.526,2.903,63,100,13,84
3.433,0.506,0.119,2.419,1.096,2.044,25,87,88,86
4.628,0.685,0.667,3.675,1.553,3.142,51,100,33,88
1.449,0.797,0.449,3.163,2.542,2.702,73,46,55,83
4.781,0.399,0.838,1.523,2.445,4.303,27,100,16,96
2.321,0.191,0.675,1.797,1.964,4.663,43,87,32,96
2.535,0.352,0.709,3.623,2.221,4.219,74,84,29,96
3.003,0.333,0.524,1.772,2.539,1.811,40,76,48,88
2.26,0.601,0.779,3.649,4.237,3.336,98,65,22,91
4.098,0.178,0.728,3.307,3.23,2.293,67,100,27,95
2.835,0.836,0.444,1.35,3.004,2.18,38,66,56,79
3.557,0.683,0.778,2.153,2.45,4.633,46,97,22,96
1.37,0.342,0.026,2.084,1.713,1.663,40,52,97,87
3.558,0.977,0.118,4.971,2.3,2.12,76,80,88,76
4.414,0.641,0.728,3.67,3.365,2.593,72,98,27,86
3.232,0.979,0.725,2.83,3.443,3.157,68,74,28,82
2.56,0.331,0.066,2.374,1.11,2.271,30,78,93,91
2.863,0.737,0.233,2.815,1.356,3.681,40,84,77,91
4.522,0.974,0.023,2.28,2.284,3.349,24,100,98,83
2.297,0.21,0.734,4.714,2.506,1.23,97,58,27,88
2.115,0.78,0.227,4.682,3.213,4.759,95,78,77,96
2.535,0.446,0.07,4.94,1.682,1.584,77,70,93,84
3.87,0.954,0.708,3.642,3.441,1.224,76,71,29,71
2.014,0.299,0.721,1.61,3.349,1.484,58,53,28,87
4.702,0.609,0.205,2.118,4.322,3.257,44,100,80,91
1.753,0.653,0.748,3.308,4.007,2.095,94,45,25,83
2.315,0.857,0.718,2.921,3.61,3.653,79,64,28,88
2.11,0.582,0.413,2.117,2.38,2.715,49,63,59,88
4.351,0.126,0.759,4.93,1.929,4.256,79,100,24,96
3.655,0.182,0.807,4.514,2.856,2.526,88,93,19,96
3.606,0.784,0.507,1.09,3.216,3.794,31,93,49,90
4.721,0.835,0.963,2.443,1.76,4.418,38,100,4,93
3.19,0.406,0.541,3.15,2.84,2.382,64,82,46,90
1.604,0.198,0.146,1.004,4.565,2.703,52,66,85,96
3.951,0.099,0.391,3.196,4.03,4.17,68,100,61,96
1.488,0.173,0.336,4.375,1.535,1.666,80,54,66,91
1.836,0.098,0.376,1.795,4.634,3.843,68,78,62,96
4.75,0.855,0.649,3.904,2.3,2.796,60,100,35,83
1.432,0.799,0.605,2.73,1.071,1.243,55,32,40,74
1.287,0.645,0.304,3.074,2.612,2.055,71,43,70,83
2.032,0.387,0.932,1.15,3.014,3.439,51,65,7,96
1.908,0.277,0.59,3.895,4.166,2.607,100,63,41,94
3.15,0.658,0.629,3.59,1.738,4.431,62,91,37,96
1.519,0.549,0.716,2.575,3.754,2.39,81,46,28,87
1.749,0.333,0.343,1.417,2.815,2.804,44,64,66,94
3.832,0.422,0.109,2.678,1.781,3.862,32,100,89,96
1.365,0.848,0.502,3.161,4.231,4.148,92,54,50,91
1.059,0.234,0.204,2.197,3.102,3.061,62,58,80,96
1.111,0.328,0.393,3.453,1.079,2.33,65,48,61,92
2.833,0.206,0.023,2.327,1.012,2.241,25,86,98,94
4.148,0.544,0.169,1.938,4.128,3.089,42,100,83,91
2.812,0.615,0.592,4.777,2.574,3.404,92,78,41,92
3.156,0.962,0.344,2.247,1.103,2.303,29,71,66,77
4.802,0.363,0.844,2.818,2.018,2.722,44,100,16,93
3.242,0.468,0.131,1.807,3.117,4.24,37,100,87,96
1.339,0.248,0.833,1.407,2.744,4.301,56,63,17,96
1.582,0.886,0.469,3.009,2.144,1.135,66,34,53,72
4.929,0.91,0.176,3.419,4.557,3.846,64,100,82,88
4.415,0.229,0.29,1.501,4.494,4.97,39,100,71,96
2.393,0.08,0.937,2.562,1.954,2.264,60,68,6,96
4.291,0.214,0.753,1.887,3.946,1.595,50,97,25,90
4.331,0.997,0.767,2.481,4.129,2.641,62,88,23,78
4.367,0.308,0.992,3.563,2.78,3.218,70,100,1,96
4.917,0.188,0.64,1.177,3.158,2.175,24,100,36,94
3.361,0.761,0.267,4.049,2.383,4.256,67,96,73,93
1.943,0.705,0.351,1.019,1.949,2.23,27,54,65,83
4.082,0.831,0.297,3.131,1.206,2.459,35,93,70,81
