pattern_label,entry_emotion,entry_sentiment,dominant_trigger,time_bucket,mood_swing_index,pattern_confidence
Recovery,love,positive,growth_positive,Afternoon,0.297,70
Recovery,sadness,neutral,time_pressure,Morning,0.796,68
Recovery,sadness,positive,health_sleep,Late Night,0.397,61
Recovery,fear,neutral,relationships,Afternoon,0.375,72
Recovery,surprise,positive,time_pressure,Afternoon,0.123,87
Recovery,surprise,positive,growth_positive,Morning,0.746,91
Recovery,surprise,positive,relationships,Afternoon,0.352,65
Recovery,love,negative,health_sleep,Evening,0.83,86
Recovery,anger,positive,health_sleep,Afternoon,0.234,94
Recovery,sadness,neutral,time_pressure,Evening,0.656,57
Recovery,joy,neutral,health_sleep,Afternoon,0.467,83
Recovery,love,negative,work_studies,Evening,0.945,76
Recovery,anger,neutral,social_media,Evening,0.356,74
Recovery,sadness,neutral,growth_positive,Late Night,0.929,86
Recovery,sadness,negative,social_media,Afternoon,0.247,69
Recovery,sadness,negative,social_media,Afternoon,0.283,77
Recovery,anger,neutral,time_pressure,Afternoon,0.543,76
Recovery,joy,positive,social_media,Afternoon,0.98,59
Recovery,joy,negative,relationships,Afternoon,0.202,81
Recovery,anger,negative,time_pressure,Late Night,0.5,77
Recovery,fear,positive,relationships,Late Night,0.196,85
Recovery,joy,negative,social_media,Morning,0.687,69
Recovery,sadness,positive,health_sleep,Evening,0.456,95
Recovery,surprise,negative,relationships,Morning,0.21,76
Recovery,love,negative,work_studies,Morning,0.736,70
Recovery,surprise,negative,work_studies,Morning,0.906,83
Recovery,sadness,neutral,health_sleep,Morning,0.941,95
Recovery,surprise,positive,health_sleep,Morning,0.175,84
Recovery,sadness,neutral,health_sleep,Afternoon,0.668,57
Recovery,fear,neutral,time_pressure,Late Night,0.479,55
Recovery,fear,positive,social_media,Late Night,0.826,89
Recovery,love,negative,health_sleep,Late Night,0.381,82
Recovery,love,positive,social_media,Afternoon,0.662,76
Recovery,love,positive,work_studies,Morning,0.216,88
Recovery,anger,neutral,growth_positive,Afternoon,0.573,67
Recovery,anger,positive,social_media,Afternoon,0.232,83
Recovery,anger,positive,health_sleep,Late Night,0.646,87
Recovery,surprise,negative,health_sleep,Afternoon,0.15,60
Recovery,sadness,neutral,work_studies,Late Night,0.853,67
Recovery,sadness,positive,health_sleep,Late Night,0.922,93
Recovery,joy,positive,growth_positive,Late Night,0.442,62
Recovery,joy,negative,work_studies,Late Night,0.364,71
Recovery,fear,negative,social_media,Afternoon,0.273,81
Recovery,anger,neutral,time_pressure,Afternoon,0.489,56
Recovery,joy,neutral,work_studies,Morning,0.354,55
Recovery,sadness,positive,health_sleep,Late Night,0.136,55
Recovery,love,neutral,social_media,Evening,0.873,67
Recovery,love,positive,health_sleep,Evening,0.658,70
Recovery,joy,positive,relationships,Afternoon,0.606,88
Recovery,surprise,neutral,social_media,Afternoon,0.191,65
Recovery,love,neutral,work_studies,Evening,0.886,72
Recovery,sadness,neutral,health_sleep,Afternoon,0.764,62
Recovery,fear,positive,work_studies,Morning,0.697,94
Recovery,fear,positive,growth_positive,Afternoon,0.741,65
Recovery,joy,positive,growth_positive,Morning,0.135,78
Recovery,joy,positive,time_pressure,Morning,0.866,93
Recovery,fear,neutral,relationships,Late Night,0.709,73
Recovery,surprise,neutral,health_sleep,Morning,0.623,84
Recovery,surprise,negative,time_pressure,Afternoon,0.192,57
Recovery,joy,neutral,relationships,Evening,0.281,93
Recovery,surprise,neutral,growth_positive,Evening,0.226,68
Recovery,fear,negative,growth_positive,Afternoon,0.248,60
Recovery,anger,negative,growth_positive,Afternoon,0.679,77
Recovery,joy,negative,time_pressure,Afternoon,0.276,63
Recovery,fear,negative,work_studies,Evening,0.917,71
Recovery,love,positive,work_studies,Late Night,0.941,73
Recovery,surprise,neutral,health_sleep,Late Night,0.108,59
Recovery,fear,positive,time_pressure,Late Night,0.951,79
Recovery,sadness,neutral,work_studies,Late Night,0.28,65
Recovery,sadness,neutral,relationships,Late Night,0.435,71
Recovery,love,positive,time_pressure,Afternoon,0.64,83
Recovery,joy,positive,health_sleep,Morning,0.105,91
Recovery,anger,negative,social_media,Afternoon,0.256,68
Recovery,sadness,neutral,relationships,Late Night,0.223,72
Recovery,sadness,neutral,health_sleep,Afternoon,0.842,63
Recovery,sadness,negative,relationships,Morning,0.115,71
Recovery,surprise,negative,health_sleep,Afternoon,0.905,78
Recovery,fear,negative,relationships,Late Night,0.507,55
Recovery,surprise,negative,work_studies,Afternoon,0.421,62
Recovery,fear,negative,health_sleep,Evening,0.255,56
Recovery,love,negative,health_sleep,Afternoon,0.728,91
Recovery,joy,positive,growth_positive,Morning,0.492,81
Recovery,anger,negative,time_pressure,Morning,0.789,64
Recovery,fear,neutral,growth_positive,Late Night,0.363,90
Recovery,anger,positive,growth_positive,Morning,0.501,82
Recovery,surprise,neutral,growth_positive,Late Night,0.203,72
Recovery,fear,neutral,time_pressure,Evening,0.807,92
Recovery,fear,negative,time_pressure,Evening,0.806,91
Recovery,sadness,negative,relationships,Morning,0.265,65
Recovery,fear,negative,growth_positive,Evening,0.47,72
Recovery,surprise,neutral,health_sleep,Evening,0.743,75
Recovery,fear,negative,health_sleep,Evening,0.365,83
Recovery,surprise,neutral,health_sleep,Morning,0.143,67
Recovery,fear,neutral,time_pressure,Afternoon,0.426,65
Recovery,surprise,neutral,growth_positive,Morning,0.311,63
Recovery,surprise,negative,health_sleep,Morning,0.954,81
Recovery,surprise,negative,health_sleep,Evening,0.243,96
Recovery,fear,neutral,work_studies,Evening,0.829,85
Recovery,sadness,negative,time_pressure,Late Night,0.615,67
Recovery,joy,positive,health_sleep,Morning,0.273,72
Recovery,sadness,positive,work_studies,Late Night,0.517,56
Recovery,surprise,positive,growth_positive,Morning,0.217,60
Recovery,anger,positive,health_sleep,Afternoon,0.552,74
Recovery,joy,neutral,social_media,Evening,0.433,55
Recovery,fear,positive,time_pressure,Morning,0.601,58
Recovery,fear,positive,work_studies,Evening,0.356,89
Recovery,joy,negative,time_pressure,Late Night,0.903,79
Recovery,anger,neutral,time_pressure,Afternoon,0.673,57
Recovery,surprise,neutral,time_pressure,Evening,0.157,77
Recovery,joy,positive,time_pressure,Evening,0.883,71
Recovery,fear,positive,time_pressure,Morning,0.345,96
Recovery,joy,negative,work_studies,Evening,0.23,90
Recovery,fear,negative,social_media,Late Night,0.818,56
Recovery,joy,neutral,social_media,Evening,0.344,77
Recovery,joy,negative,growth_positive,Afternoon,0.825,95
Recovery,fear,negative,health_sleep,Afternoon,0.563,96
Recovery,joy,positive,health_sleep,Evening,0.848,96
Recovery,sadness,neutral,health_sleep,Late Night,0.142,80
Recovery,sadness,positive,health_sleep,Late Night,0.979,58
Recovery,sadness,neutral,work_studies,Late Night,0.129,70
Recovery,fear,positive,time_pressure,Late Night,0.845,57
Recovery,sadness,positive,time_pressure,Late Night,0.492,83
Recovery,surprise,neutral,work_studies,Evening,0.907,96
Recovery,fear,positive,work_studies,Evening,0.402,70
Recovery,surprise,positive,social_media,Evening,0.616,67
Recovery,anger,negative,social_media,Morning,0.688,79
Recovery,joy,negative,social_media,Morning,0.268,90
Recovery,fear,neutral,growth_positive,Afternoon,0.475,66
Recovery,sadness,negative,relationships,Evening,0.501,74
Recovery,joy,neutral,relationships,Evening,0.997,57
Recovery,love,neutral,social_media,Morning,0.49,56
Recovery,sadness,negative,health_sleep,Evening,0.112,96
Recovery,joy,neutral,time_pressure,Morning,0.92,91
Recovery,sadness,positive,health_sleep,Afternoon,0.324,67
Recovery,anger,negative,health_sleep,Morning,0.342,69
Recovery,sadness,positive,growth_positive,Late Night,0.332,72
Recovery,anger,neutral,work_studies,Late Night,0.372,72
Recovery,fear,positive,relationships,Afternoon,0.672,81
Recovery,love,positive,relationships,Morning,0.425,84
Recovery,anger,neutral,work_studies,Late Night,0.722,92
Recovery,anger,neutral,work_studies,Late Night,0.688,94
Recovery,surprise,positive,time_pressure,Morning,0.702,89
Recovery,joy,positive,relationships,Late Night,0.87,80
Recovery,joy,positive,growth_positive,Afternoon,0.956,71
Recovery,love,neutral,growth_positive,Late Night,0.16,85
Recovery,joy,negative,time_pressure,Evening,0.648,76
Recovery,joy,positive,growth_positive,Morning,0.264,62
Recovery,surprise,neutral,growth_positive,Late Night,0.658,81
Recovery,anger,neutral,time_pressure,Morning,0.686,90
Recovery,fear,neutral,work_studies,Morning,0.463,80
Recovery,joy,positive,relationships,Late Night,0.471,76
Recovery,fear,neutral,relationships,Morning,0.227,78
Recovery,joy,negative,health_sleep,Morning,0.258,61
Recovery,anger,positive,health_sleep,Evening,0.549,79
Recovery,love,negative,social_media,Evening,0.897,68
Recovery,fear,neutral,work_studies,Evening,0.91,89
Recovery,joy,neutral,relationships,Evening,0.76,69
Recovery,anger,neutral,social_media,Morning,0.837,95
Recovery,surprise,positive,time_pressure,Afternoon,0.649,83
Recovery,joy,negative,work_studies,Morning,0.221,66
Recovery,love,positive,relationships,Evening,0.161,67
Recovery,fear,neutral,growth_positive,Afternoon,0.438,68
Recovery,joy,positive,growth_positive,Evening,0.627,82
Recovery,joy,negative,social_media,Morning,0.748,65
Recovery,love,negative,health_sleep,Morning,0.962,70
Recovery,love,negative,health_sleep,Afternoon,0.25,94
Recovery,sadness,positive,work_studies,Evening,0.941,69
Recovery,joy,positive,relationships,Evening,0.535,92
Recovery,surprise,negative,growth_positive,Morning,0.332,94
Recovery,surprise,neutral,growth_positive,Afternoon,0.17,66
Recovery,joy,negative,growth_positive,Morning,0.383,69
Recovery,love,negative,relationships,Afternoon,0.782,65
Recovery,love,negative,relationships,Morning,0.936,93
Recovery,surprise,neutral,health_sleep,Late Night,0.727,87
Recovery,anger,positive,work_studies,Morning,0.494,91
Recovery,joy,negative,social_media,Late Night,0.473,72
Recovery,sadness,negative,health_sleep,Morning,0.889,92
Recovery,sadness,positive,work_studies,Late Night,0.155,81
Recovery,surprise,neutral,growth_positive,Afternoon,0.233,91
Recovery,sadness,negative,work_studies,Morning,0.204,66
Recovery,love,positive,work_studies,Late Night,0.587,57
Recovery,fear,positive,health_sleep,Morning,0.834,84
Recovery,anger,neutral,growth_positive,Morning,0.509,64
Recovery,joy,neutral,social_media,Morning,0.488,77
Recovery,surprise,positive,growth_positive,Evening,0.483,78
Recovery,sadness,negative,work_studies,Morning,0.818,82
Recovery,surprise,negative,work_studies,Late Night,0.162,63
Recovery,fear,negative,relationships,Afternoon,0.708,91
Recovery,anger,negative,health_sleep,Morning,0.729,95
Recovery,surprise,negative,work_studies,Morning,0.586,92
Recovery,love,positive,relationships,Afternoon,0.687,62
Recovery,love,negative,social_media,Afternoon,0.61,70
Recovery,joy,positive,relationships,Evening,0.646,65
Recovery,love,negative,time_pressure,Late Night,0.461,61
Recovery,fear,negative,work_studies,Morning,0.582,84
Recovery,joy,neutral,work_studies,Morning,0.848,91
Recovery,sadness,positive,time_pressure,Afternoon,0.499,82
Recovery,fear,negative,relationships,Late Night,0.902,93
Recovery,anger,negative,time_pressure,Afternoon,0.61,67
Recovery,anger,positive,growth_positive,Afternoon,0.592,75
Recovery,joy,negative,time_pressure,Late Night,0.979,96
Recovery,surprise,neutral,growth_positive,Afternoon,0.684,64
Recovery,fear,positive,relationships,Morning,0.458,67
Recovery,anger,neutral,growth_positive,Afternoon,0.209,62
Recovery,surprise,negative,work_studies,Morning,0.127,93
Recovery,love,positive,health_sleep,Afternoon,0.985,72
Recovery,love,negative,work_studies,Afternoon,0.716,61
Recovery,joy,positive,relationships,Morning,0.509,60
Recovery,joy,neutral,work_studies,Afternoon,0.152,71
Recovery,surprise,negative,growth_positive,Afternoon,0.56,93
Recovery,anger,neutral,time_pressure,Afternoon,0.57,74
Recovery,anger,positive,relationships,Evening,0.876,89
Recovery,joy,neutral,time_pressure,Late Night,0.256,67
Recovery,surprise,neutral,work_studies,Morning,0.271,83
Recovery,sadness,negative,health_sleep,Late Night,0.802,77
Recovery,fear,positive,social_media,Morning,0.398,89
Recovery,surprise,positive,growth_positive,Late Night,0.546,89
Recovery,sadness,positive,time_pressure,Afternoon,0.469,73
Recovery,surprise,neutral,relationships,Late Night,0.338,77
Recovery,anger,negative,relationships,Afternoon,0.16,57
Recovery,sadness,negative,time_pressure,Late Night,0.379,66
Recovery,fear,negative,time_pressure,Morning,0.346,93
Recovery,joy,positive,relationships,Evening,0.218,61
Recovery,surprise,negative,relationships,Afternoon,0.804,86
Recovery,love,negative,relationships,Late Night,0.326,59
Recovery,surprise,neutral,relationships,Late Night,0.837,81
Recovery,love,negative,social_media,Afternoon,0.5,65
Recovery,anger,negative,relationships,Afternoon,0.885,67
Recovery,surprise,positive,relationships,Morning,0.832,63
Recovery,sadness,positive,social_media,Morning,0.223,92
Recovery,anger,positive,social_media,Late Night,0.195,75
Recovery,joy,positive,work_studies,Afternoon,0.855,70
Recovery,love,negative,work_studies,Evening,0.697,92
Recovery,joy,positive,social_media,Evening,0.136,83
Recovery,fear,neutral,relationships,Morning,0.611,87
Recovery,sadness,positive,relationships,Evening,0.836,62
Recovery,joy,neutral,growth_positive,Late Night,0.898,83
Recovery,joy,neutral,health_sleep,Evening,0.661,59
Recovery,fear,neutral,social_media,Afternoon,0.815,84
Recovery,surprise,neutral,time_pressure,Late Night,0.473,93
Recovery,fear,negative,growth_positive,Late Night,0.497,68
Recovery,joy,neutral,time_pressure,Afternoon,0.206,86
Recovery,love,positive,work_studies,Afternoon,0.535,56
Recovery,surprise,positive,time_pressure,Evening,0.955,80
Recovery,anger,positive,social_media,Late Night,0.955,74
Recovery,anger,neutral,time_pressure,Late Night,0.272,78
Recovery,love,neutral,time_pressure,Afternoon,0.187,60
Recovery,sadness,negative,relationships,Afternoon,0.382,79
Recovery,fear,negative,relationships,Late Night,0.814,73
Recovery,anger,positive,work_studies,Afternoon,0.248,89
Recovery,joy,neutral,relationships,Late Night,0.17,81
Recovery,love,positive,health_sleep,Afternoon,0.98,64
Recovery,love,neutral,work_studies,Evening,0.983,55
Recovery,love,negative,time_pressure,Late Night,0.977,57
Recovery,fear,positive,relationships,Morning,0.782,61
Recovery,love,negative,social_media,Late Night,0.192,86
Recovery,love,positive,social_media,Evening,0.601,75
Recovery,surprise,positive,time_pressure,Late Night,0.727,59
Recovery,anger,neutral,health_sleep,Late Night,0.389,55
Recovery,fear,neutral,growth_positive,Afternoon,0.972,82
Recovery,joy,positive,health_sleep,Morning,0.373,80
Recovery,sadness,positive,health_sleep,Afternoon,0.449,96
Recovery,love,positive,growth_positive,Late Night,0.607,60
Recovery,joy,positive,health_sleep,Morning,0.527,81
Recovery,fear,positive,social_media,Late Night,0.512,62
Recovery,love,negative,social_media,Late Night,0.808,93
Recovery,fear,neutral,work_studies,Late Night,0.256,79
Recovery,fear,positive,relationships,Morning,0.49,89
Recovery,sadness,negative,growth_positive,Evening,0.623,57
Recovery,joy,negative,health_sleep,Afternoon,0.991,62
Recovery,sadness,negative,work_studies,Afternoon,0.177,77
Recovery,joy,neutral,time_pressure,Morning,0.646,80
Recovery,sadness,negative,health_sleep,Morning,0.816,85
Recovery,sadness,negative,social_media,Afternoon,0.599,71
Recovery,sadness,negative,time_pressure,Late Night,0.761,83
Recovery,love,negative,work_studies,Evening,0.37,77
Recovery,surprise,positive,health_sleep,Morning,0.467,63
Recovery,surprise,negative,social_media,Late Night,0.889,85
Recovery,joy,positive,relationships,Evening,0.657,87
Recovery,fear,negative,work_studies,Evening,0.574,93
Recovery,surprise,positive,time_pressure,Morning,0.975,64
Recovery,surprise,negative,social_media,Afternoon,0.293,91
Recovery,surprise,neutral,work_studies,Late Night,0.899,92
Recovery,sadness,negative,social_media,Late Night,0.915,72
Recovery,sadness,positive,relationships,Morning,0.173,63
